sitzung,titel
223," Kandidatur: Notlagenausschuss, stellv. Mitglied"
223, Kandidatur: Mitglied Transferbeirat
223, Kandidatur: Finanzreferat
223, Kandidatur: Gremien- und Innenreferat
223, Kandidatur: Stellvertreter der Mitglieder der Vertretungsversammlung des StuWe
223, Kandidatur: Referat für IT und Infrastruktur
223, Kandidatur: Referat für politische Bildung
223, Kandidatur: Rektoratskommission Partnerschaftliches Verhalten
223," Kandidatur: Rektoratskommission Partnerschaftliches Verhalten, stellvertretendes Mitglied"
223, Kandidatur: Schlichtungskommission
223, Kandidatur: Senatausschuss zur Überprüfung einer Ehrensenatorwürde
223," Kandidatur: Senatsausschuss zur Überprüfung einer Ehrensenatorenschaft, stellvertretendes Mitglied"
223, Kandidatur: VS-Mitglied im Senat
223," Kandidatur: VS-Mitglied im Senat, stellvertretendes Mitglied"
223, Kandidatur: Universitätsrat
223, Kandidatur: IT´s FuN Referat
223, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
223, Änderungsantrag: Zivilklausel nicht (hier) fordern und Text kürzen
223, Änderungsantrag: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
223, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
223, Positionierung: Licht in den Schatten bringen
223, Positionierung: Unterstützung der DZG-Petition für glutenfreie Verplegung in öffentlichen Einrichtungen
223, Positionierung: Antrag zur Positionierung des StuRa zum Thema (preiswertes) studentisches Wohnen - innerhalb und außerhalb von Wohnheimen (des StuWe=
223, Satzungsänderung: Geschäftsordnung des StuRa
223, Änderungsantrag zur Änderung der GeschO-StuRa
223, Änderung der Satzung der Studienfachschaft American Studies
223, Satzungsänderung: Wahlordnung
224, Eröffnung der Sitzung
224, Beschluss der Tagesordnung
224, Protokoll der 215. Sitzung
224, Protokoll der 222. Sitzung
224, Protokoll der 223. Sitzung
224, Termin: Verkürzte Sozialsprechstunde
224, Bericht: Wahlkommission
224, 1. Bericht des autonomen Enthinderungsreferats SoSe 2026
224, Bericht: Vorsitz
224, Änderung der Satzung der Studienfachschaft American Studies
224, Änderungsantrag: Änderung der Satzung der Studienfachschaft American Studies
224, Satzungsänderung: OrgS § 42 Autonome Referate
224, Förderung zweier Open-Air-Kinoevents im Sommersemester 2026
224, Kandidatur: Enthinderungsreferat
224, Kandidatur: StuWe-Verwaltungsrat
224, Kandidatur: StuWe-Referat
224," Kandidatur: Notlagenausschuss, stellv. Mitglied"
224, Kandidatur: Mitglied Transferbeirat
224, Kandidatur: VS-Mitglied im Senat
224, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
224, Positionierung: Licht in den Schatten bringen
224, Positionierung: Unterstützung der DZG-Petition für glutenfreie Verplegung in öffentlichen Einrichtungen
224, Positionierung: Antrag zur Positionierung des StuRa zum Thema (preiswertes) studentisches Wohnen - innerhalb und außerhalb von Wohnheimen (des StuWe=
224, Positionierung: Unterstützung der Stellungnahme der SRK Sachsen-Anhalt zum Antrag der Fraktion AfD im Landtag Sachsen-Anhalt
224, Positionierung: Psychische Gesundheit von Studierenden besser unterstützen
224, Verfahrensantrag: Diskussion über Verhandlungsstand bezüglich der Fachratswahlen
224, Satzungsänderung: Wahlordnung
224, Änderungsantrag: Änderungsantrag zur WahlO
224, Satzungsänderung: Aufwandsentschädigungsordnung (AEO)
224, Satzungsänderung: AEO - einige Korrekturen & Verbesserungen
224, Satzungsänderung: Finanzordnung – Kleine Änderungen an Projekten nicht mehr in den StuRa zwingen
224, Satzungsänderung: GeschO StuRa – Redezeit-GO-Schlachten eindämmen
224, Satzungsänderung: Aufwandsentschädigungsordnung § 6 Entschädigung der Referenten
224, Änderungsantrag: Änderung der GeschO StuRa
224, Änderungsantrag: Satzungsänderung: GeschO-StuRa
225, Eröffnung der Sitzung
225, Beschluss der Tagesordnung
225, Sonstiger Antrag: Antrag auf Aufnahme eines zusätzlichen Tagesordnungspunktes
225, Protokoll der 215. Sitzung
225, Protokoll der 222. Sitzung
225, Protokoll der 223. Sitzung
225, Termin: Verkürzte Sozialsprechstunde
225, IFaFlu am 26.06.2026
225, Terminankündigung: DES am 12.06.
225, Sonstiger Antrag: Abwahl von Mitgliedern des StuRa-Präsidiums wegen mangelhafter Amtsführung gemäß § 36 Abs. 2 WahlO
225, Bericht: Vorsitz
225, Bericht: Vorsitz
225, Bericht: Wahlkommission
225, 1. Bericht des autonomen Enthinderungsreferats SoSe 2026
225, Bericht: IT’s FuN
225, Bericht: QSM-Taskforce
225, Änderungsantrag: Änderungantrag: Änderung der Satzung der Studienfachschaft American Studies
225, Änderung der Satzung der Studienfachschaft American Studies
225, Änderungsantrag: Änderung der Satzung der Studienfachschaft American Studies
225, Satzungsänderung: OrgS § 42 Autonome Referate
225, Satzungsänderung: Organisationssatzung (OrgS)
225, Satzungsänderung: Satzung der Studienfachschaft Technische Informatik
225, Finanzierung des DigitalHealth Summit 2026 in Heidelberg
225, Förderung zweier Open-Air-Kinoevents im Sommersemester 2026
225, Kandidatur: Enthinderungsreferat
225, Kandidatur: StuWe-Verwaltungsrat
225, Kandidatur: StuWe-Referat
225," Kandidatur: Notlagenausschuss, stellv. Mitglied"
225, Kandidatur: Mitglied Transferbeirat
225, Kandidatur: VS-Mitglied im Senat
225, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
225, Positionierung: Licht in den Schatten bringen
225, Positionierung: Unterstützung der DZG-Petition für glutenfreie Verplegung in öffentlichen Einrichtungen
225, Positionierung: Antrag zur Positionierung des StuRa zum Thema (preiswertes) studentisches Wohnen - innerhalb und außerhalb von Wohnheimen (des StuWe=
225, Positionierung: Unterstützung der Stellungnahme der SRK Sachsen-Anhalt zum Antrag der Fraktion AfD im Landtag Sachsen-Anhalt
225, Positionierung: Psychische Gesundheit von Studierenden besser unterstützen
225, Verfahrensantrag: Diskussion über Verhandlungsstand bezüglich der Fachratswahlen
225, Positionierung: Beschluss des Textes “Übersicht der Sach- und Rechtslage zur Urabstimmung zum Semesterticket”
225, Satzungsänderung: Wahlordnung
225, Änderungsantrag: Änderungsantrag zur WahlO
225, Satzungsänderung: Aufwandsentschädigungsordnung (AEO)
225, Satzungsänderung: AEO - einige Korrekturen & Verbesserungen
225, Satzungsänderung: Finanzordnung – Kleine Änderungen an Projekten nicht mehr in den StuRa zwingen
225, Satzungsänderung: GeschO StuRa – Redezeit-GO-Schlachten eindämmen
225, Satzungsänderung: Aufwandsentschädigungsordnung § 6 Entschädigung der Referenten
225, Satzungsänderung: Geschäftsordnung des StuRa
225, Änderungsantrag: Satzungsänderung: Geschäftsordnung des StuRa (der von Theo)
225, Änderungsantrag: Satzungsänderung: Geschäftsordnung des StuRa (der von Theo)
225, Satzungsänderung: AEO
225, Satzungsänderung: GeschO-StuRa
225, Ersatztermin für die 224. Sitzung am 12.05.26
215, Eröffnung der Sitzung
215, Kandidatur für das Präsidium
215, Kandidatur für das Präsidium
215, Kandidatur für das Präsidium
215, Kandidatur für das Präsidium
215, Kandidatur für das Präsidium
215, Kandidatur für das Präsidium
215, Kandidatur für das Präsidium
215, Spontankandidatur
215, Beschluss der Tagesordnung
215, Kandidatur für die Schlichtungskommission
215, Kandidatur für das Finanzreferat
215, Kandidatur für das Referat für Internationale Studierende
215, Kandidatur für den Arbeitskreis Bürgerbeteiligung
215, Kandidatur für das Referat für Verkehr und Kommunales
215, Kandidatur für das Referat für Verkehr und Kommunales
215, Kandidatur für das Lehramtsreferat
215, Kandidatur für AK Bürgerbeteiligun
215, Kandidaturen Wahlkommission
215, Bergheim Bolzt finanzieren! - Damit gemeinsamer Fakultätssport mit Studierenden und  Dozierenden möglich und für alle Studierenden zugänglich bleibt
215, Förderung der Deutschsprachige Debattiermeistschaft 2026
215, Bitte um finanzielle Förderung der ersten fachübergreifenden Konferenz der Tschecho-Slowakischen Gemeinschaft der Uni HD
215, : Konzerte des Anglistenchor
215, Finanzierung des PhiloHisto-Sommerfestes in der Altstadt
215, Unterstützung der “Disco Ergo Sum 5.0”
215, Finanzierung TEDxHeidelberg
215, Sammelfinanzantrag für die Erstsemester und Wechsler:innenfahrt der Fachschaft Theologie im Februar 2026
215, Finanzielle Unterstützung der Naturwissenschaftsbälle 2026
215," Lesung ""Politische Geborgenheit. Vor*ankommen in sozialen Bewegungen"" von Clara Tempel"
215," Filmabend ,,The Dupes“"
215, Förderung des 37. Heidelberger Symposiums unter dem Titel “krisenFest ?!”
215, Unterstützung der Filmvorführungen des Studentischen Filmclubs Heidelberg im WiSe25/26
215, Nachträgliche Unterstützung der Filmvorführungen des Studentischen Filmclubs Heidelberg im SoSe25
215, Finanzantrag zur Förderung der 35. Tagung für Computerlinguistik-Studierende (TaCoS) 2026 in Heidelberg
215," Übernahme der Mietkosten von Filmtechnik, ausgeliehen bei MBF Filmtechnik Frankfurt, für ein Projekt des studentischen Filmkreises Heidelberg"
215, Entsendung 12 FSler (VWL) zur Bundes-Fachschaften-Konferenz
215, Bericht: Vorsitz
215, Gründung einer neuen Fachschaft: Iberoamerikanische Studien
215, Satzungsänderung: zwei Vergleichsangebote reichen auch
215, Positionierung: Gegen Beitragserhöhungen
215, Änderungsantrag: Gegen Beitragserhöhungen
215, Änderungsantrag: Positionierung: Gegen Beitragserhöhung
215, Positionierung: Mehr Digitalisierung für Fachschaften wagen
215, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
215, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
215, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
215, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
215, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
215, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
215, Änderungsantrag: Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
215, Positionierung: Auch antislawischer Rassismus ist Rassismus!
215, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
215, Positionierung: Cooler Merch für die VS
215, Änderungsantrag: Cooler Merch für die VS
215, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
215, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
215, Positionierung: Nein zur Zivilklausel!
215, Positionierung: Ja zur Zivilklausel!
215, Positionierung: Verhandlungsteam für die neuen Räume
215, Positionierung: Webauftritt neu gestalten
220, Eröffnung der Sitzung
220, Beschluss der Tagesordnung
220, Protokoll der 213. Sitzung
220, Protokoll der 214. Sitzung
220, Protokoll der 215. Sitzung
220, Nicht-öffentliches Protokoll der 217. Sitzung
220, Protokoll der 218. Sitzung
220, Nicht-öffentliches Protokoll der 218. Sitzung
220, Protokoll der 219. Sitzung
220, Sonstiger Antrag: Sitzungstermine für das Sommersemester
220, Bericht: Vorsitz
220, Bericht: Anti-Antisemitismusreferat
220, Bericht: Finanzreferat
220, Bericht des Notlagenausschusses
220, Bericht: IT-Referat
220, Bericht: Sozialreferat
220, Bericht: Nicht-Öffentlich: Sozialreferat
220, Bericht: AG Fachrat
220, Bericht Queer-Referat
220, Verlängerung der Probeflatrate mit dem Völkerkundemuseum (Nachverhandlung)
220, Abwahl der Referent*innen des QSM-Referats wegen mangelhafter Amtsführung
220, Abwahl der kommissarisch amtierenden Mitglieder des QSMA
220, Positionierung: Auflösung des VSB - Büro für Studienplatztausch
220, Positionierung: Für Eigeninteressen der VS eintreten; FS-Räume fördern
220, Positionierung: Freie Entsendung für die LaStuVe
220, Änderungsantrag: Freie Entsendung für die LaStuVe
220," Änderungsantrag zu Positionierung: ""Freie Entsendung für die LaStuVe"""
220, Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
220, Änderungsantrag zum Antrag „Positionierung: Günstig mit nicht vorhandenem Bus und Bahn“: Feststellung zum Deutschlandticket für Studierende erneuern
220, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
220, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
220, Änderungsantrag: Positionierung: Günstig mit nicht vorhandenem Bus und Bahn
220, Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
220, Änderungsantrag: Positionierung: Positionierung des StuRa der Universität Heidelberg gegen die Wehrpflicht
220, Positionierung: Die Befreiung vom Faschismus verwirklichen: 8. Mai zum antifaschistischen Feiertag
220, Positionierung: Cooler Merch für die VS
220, Änderungsantrag: Cooler Merch für die VS
220, Aufnahme einer Probe-Flatrate mit dem Museum Haus Cajeth
220, Positionierung: Aufhebung der Ausführungsbestimmung des Finanzreferates gem. § 37 FinO Nr. 01/2025
220, Positionierung: Nein zur Zivilklausel!
220, Positionierung: Ja zur Zivilklausel!
220, Positionierung: Verhandlungsteam für die neuen Räume
220, Positionierung: Licht in den Schatten bringen
220, Positionierung: Unterstützung der DZG-Petition für glutenfreie Verplegung in öffentlichen Einrichtungen
220, Positionierung: Antrag zur Positionierung des StuRa zum Thema (preiswertes) studentisches Wohnen - innerhalb und außerhalb von Wohnheimen (des StuWe=
220, Verkündung
220, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
220, Kandidatur: QSM-Ausschuss
220, Kandidatur: Referat für Internationale Studierende
220," Kandidatur: Inter*, Trans*, Frauen und Non- Binary Referat"
220, Kandidatur Notlagenausschuss
220, Satzungsänderung: Geschäftsordnung des StuRa
220, Änderungsantrag zur Änderung der GeschO-StuRa
220, Kandidatur: Mitglied der Vertretungsversammlung des StuWe
220, Kandidatur: StuWe-Referat
220, Kandidatur: Referat für IT und Infrastruktur
220, Kandidatur: Schlichtungskommission
220, Kandidatur: Lehramtsreferat
220, Kandidatur: QSM-Ausschuss
220, Kandidatur: Stellvertretung des universitären Transferbeirat
220, Kandidatur: HSE-Rat
220, Kandidatur: AI Board
220, Kandidatur: Finanzreferat
220, Kandidatur: Finanzreferat nach LHG
220, Kandidatur: Finanzreferat nach LHG
220, Kandidatur: Haushalts- und Finanzausschuss des StuRa
221, Eröffnung der Sitzung
221, Beschluss der Tagesordnung
221, Bericht: Vorsitz
221, Bericht: Vorsitz
221, Aberkennung der Ehrensenatorschaft von Henry Jarecki und lückenlose Aufarbeitung seines Einflusses an der Universität Heidelberg
221, Änderungsantrag: Aberkennung der Ehrensenatorschaft von Henry Jarecki und lückenlose Aufarbeitung seines Einflusses an der Universität Heidelberg
221, Sonstiges: Aufforderung zur Kandidatur für den Vorschlag/die Vorschläge der VS für das studentische Mitglied im Universitätsrat
221, Sonstiges: Wahltermin im Sommersemester
221, Forderung an Senat
